C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2016-12-05T00:00:00.000Z,0.16239316761493683,0.9193548560142517,0.47768939025991136,0.07796805596229459,0.4719763994216919,0.395770400762558,0.5710144639015198,1.6601562500000027
2016-12-12T00:00:00.000Z,-1,1,0.6423495637486927,0.18038772980185605,0.5888158082962036,0.4980303943157196,0.9622046947479248,3.7109374999999973
2016-12-15T00:00:00.000Z,-1,1,0.5963672421792042,0.1444036789669843,0.5557749271392822,0.4818325340747833,0.8095238208770752,3.5156249999999987
2016-12-22T00:00:00.000Z,-1,1,0.6274773068875661,0.16956533797693812,0.570652186870575,0.4845256209373474,0.947826087474823,3.417968749999996
2017-01-01T00:00:00.000Z,-1,1,0.6266004300129434,0.1825566782896882,0.5695952773094177,0.4782344102859497,0.9545454382896423,1.8554687500000013
2017-01-04T00:00:00.000Z,-0.02666666731238365,0.7135207653045654,0.377340521565202,0.10499708267571453,0.3968547582626343,0.21669979393482208,0.4936318099498749,2.5390625000000004
2017-01-11T00:00:00.000Z,-1,1,0.4893431769148126,0.10929154387459229,0.48552337288856506,0.42709311842918396,0.5675487518310547,2.539062499999998
2017-01-24T00:00:00.000Z,0.07070706784725189,1,0.5125891388062775,0.14714847488643465,0.4917883276939392,0.3635539412498474,0.6776478886604309,3.8085937499999973
2017-02-10T00:00:00.000Z,0.17267552018165588,1,0.4613858488526099,0.0726482173620436,0.45495837926864624,0.3918565511703491,0.5378575325012207,3.1249999999999987
2017-02-20T00:00:00.000Z,0.02380952425301075,0.78125,0.4188887976615663,0.06526511816207375,0.41686001420021057,0.35885167121887207,0.487209290266037,2.0507812500000027
2017-03-12T00:00:00.000Z,0.1489361673593521,0.8194029927253723,0.43298651084478423,0.05711691218235363,0.42686963081359863,0.3764553666114807,0.4955235421657562,1.66015625
2017-03-25T00:00:00.000Z,0.2507234811782837,0.7735334038734436,0.4475739071785937,0.05621213024340869,0.43990087509155273,0.3877338767051697,0.5186074376106262,3.3203125000000027
2017-04-14T00:00:00.000Z,0.03861701115965843,0.8185439109802246,0.6774882272038657,0.10481476120124107,0.6970164775848389,0.6087283492088318,0.7559282779693604,2.34375
2017-04-21T00:00:00.000Z,0.19805869460105896,0.9299023747444153,0.8166584011341907,0.05893162808459303,0.828484833240509,0.7522388100624084,0.87430340051651,0
2017-06-03T00:00:00.000Z,0.22489133477210999,0.9617652297019958,0.8943672242166937,0.028547766168754683,0.8983812928199768,0.8795731663703918,0.9096022248268127,0
2017-06-10T00:00:00.000Z,0.1905168741941452,0.9830113053321838,0.9087323050916902,0.031077418057993307,0.9134935140609741,0.8910242915153503,0.9254682660102844,0
2017-06-13T00:00:00.000Z,0.2032281756401062,0.958898663520813,0.891953296551946,0.029001720202865008,0.8956559896469116,0.876027524471283,0.9085808992385864,0
2017-06-20T00:00:00.000Z,0.23264950513839722,0.9432522654533386,0.8845859913853928,0.029848366441772505,0.8889365196228027,0.8628665804862976,0.905125617980957,0
2017-06-23T00:00:00.000Z,0.21915465593338013,0.9283088445663452,0.8712321976199755,0.035404630095266655,0.8775804042816162,0.8363367915153503,0.9026992917060852,0.8789062499999978
2017-07-08T00:00:00.000Z,0.2813447117805481,0.9900277256965637,0.9034914561198095,0.02701384140288801,0.9074128270149231,0.8866132497787476,0.9195122122764587,0
2017-07-10T00:00:00.000Z,0.1058604046702385,0.9871509671211243,0.7282662378202069,0.16273711912854133,0.7784110903739929,0.48819124698638916,0.892349123954773,4.4921875000000036
2017-07-18T00:00:00.000Z,0.4592705965042114,0.9305039644241333,0.8106843759887853,0.06761981944310858,0.812352180480957,0.7198764085769653,0.8958852887153625,0
2017-07-20T00:00:00.000Z,0.18513840436935425,0.9468942880630493,0.8642121325829064,0.05412108133171857,0.8735930919647217,0.8407937288284302,0.8903145790100098,0.68359375
2017-07-23T00:00:00.000Z,0.17078036069869995,0.9577321410179138,0.8822726768557919,0.03067020197295106,0.8858186602592468,0.8629723191261292,0.9019702076911926,0
2017-07-25T00:00:00.000Z,0.31464019417762756,1,0.9150331355922393,0.02709266445228109,0.9193083643913269,0.8996291756629944,0.9303579926490784,0
2017-07-28T00:00:00.000Z,0.3676106631755829,0.9842091202735901,0.8886911326844715,0.025189501659728254,0.8923709988594055,0.8732661008834839,0.904417872428894,0
2017-08-02T00:00:00.000Z,0.21975554525852203,0.980536699295044,0.8927846322330878,0.0299054239738657,0.8968172669410706,0.8745933175086975,0.910609245300293,0
2017-08-04T00:00:00.000Z,0.40735724568367004,0.9693901538848877,0.8819430814182851,0.027236382918381607,0.8862665891647339,0.8596993684768677,0.9026955962181091,0
2017-08-07T00:00:00.000Z,0.43141883611679077,0.9887309074401855,0.895082946517505,0.026077655143508793,0.8998144865036011,0.875398576259613,0.9125905632972717,0
2017-08-17T00:00:00.000Z,0.3764987885951996,0.970294177532196,0.8845134047151072,0.026442101268739814,0.8885278701782227,0.8657159805297852,0.9039272665977478,0
2017-08-22T00:00:00.000Z,0.21227502822875977,0.9882322549819946,0.9134406449156809,0.03110407304794781,0.9185550212860107,0.8929144144058228,0.9327354431152344,0
2017-08-24T00:00:00.000Z,0.3956983685493469,0.9183441996574402,0.8392043805797591,0.026675384467269827,0.8430483341217041,0.8159898519515991,0.8619811534881592,0
2017-08-27T00:00:00.000Z,0.40992167592048645,0.9039959907531738,0.8366749324195549,0.026571922459430877,0.8411053419113159,0.8113843202590942,0.8597916960716248,0
